Symbol,Name,IPO Year,Sector,Industry
IMAB,I-MAB American Depositary Shares,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
IMACW,IMAC Holdings Inc. Warrant,2019.0,Health Care,Medical Specialities
IMAQ,International Media Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
IMAQW,International Media Acquisition Corp. Warrants,2021.0,Industrials,Consumer Electronics/Appliances
IMCR,Immunocore Holdings plc American Depositary Shares,2021.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMGN,ImmunoGen Inc. Common Stock,1989.0,Health Care,Biotechnology: Pharmaceutical Preparations
IMGO,Imago BioSciences Inc. Common stock,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
IMH,Impac Mortgage Holdings Inc. Common Stock ,1997.0,Finance,Finance: Consumer Services
IMKTA,Ingles Markets Incorporated Class A Common Stock,1987.0,Consumer Staples,Food Chains
IMMR,Immersion Corporation Common Stock,1999.0,Technology,Computer peripheral equipment
IMMX,Immix Biopharma Inc. Common Stock,2021.0,Consumer Discretionary,Specialty Chemicals
IMNM,Immunome Inc. Common Stock,2020.0,Consumer Discretionary,Specialty Chemicals
IMPL,Impel Pharmaceuticals Inc. Common Stock,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
IMPX,AEA-Bridges Impact Corp. Class A Ordinary Shares,2020.0,Finance,Business Services
IMRA,IMARA Inc. Common Stock,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMRN,Immuron Limited American Depositary Shares,2017.0,Health Care,Biotechnology: Pharmaceutical Preparations
IMRX,Immuneering Corporation Class A Common Stock,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
IMUX,Immunic Inc. Common Stock,2014.0,Health Care,Biotechnology: Pharmaceutical Preparations
IMVT,Immunovant Inc. Common Stock,2019.0,Health Care,Biotechnology: Pharmaceutical Preparations
IMXI,International Money Express Inc. Common Stock,2017.0,Technology,Retail: Computer Software & Peripheral Equipment
INAB,IN8bio Inc. Common Stock,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
INBX,Inhibrx Inc. Common Stock,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
INDO,Indonesia Energy Corporation Limited Ordinary Shares,2019.0,Energy,Oil & Gas Production
INFA,Informatica Inc. Class A Common Stock,2021.0,Technology,EDP Services
INFN,Infinera Corporation Common Stock,2007.0,Utilities,Telecommunications Equipment
ING,ING Group N.V. Common Stock,1997.0,Finance,Commercial Banks
INGN,Inogen Inc Common Stock,2014.0,Health Care,Industrial Specialties
INKA,KludeIn I Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
INKAU,KludeIn I Acquisition Corp. Unit,2021.0,Industrials,Consumer Electronics/Appliances
INKAW,KludeIn I Acquisition Corp. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
INKT,MiNK Therapeutics Inc. Common Stock,2021.0,Consumer Discretionary,Specialty Chemicals
INMB,INmune Bio Inc. Common stock,2019.0,Health Care,Biotechnology: Pharmaceutical Preparations
INMD,InMode Ltd. Ordinary Shares,2019.0,Health Care,Medical/Nursing Services
INN,Summit Hotel Properties Inc. Common Stock,2011.0,Real Estate,Real Estate Investment Trusts
INNV,InnovAge Holding Corp. Common Stock,2021.0,Health Care,Hospital/Nursing Management
INOD,Innodata Inc. Common Stock,1993.0,Technology,EDP Services
INPX,Inpixon Common Stock,2014.0,Technology,Computer Software: Prepackaged Software
INSE,Inspired Entertainment Inc. Common Stock,2014.0,Technology,EDP Peripherals
INSP,Inspire Medical Systems Inc. Common Stock,2018.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
INST,Instructure Holdings Inc. Common Stock,2021.0,Technology,Computer Software: Prepackaged Software
INSW,International Seaways Inc. Common Stock ,2016.0,Consumer Discretionary,Marine Transportation
INTA,Intapp Inc. Common Stock,2021.0,Technology,Computer Software: Prepackaged Software
INTE,Integral Acquisition Corporation 1 Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
INTEU,Integral Acquisition Corporation 1 Unit,2021.0,Industrials,Consumer Electronics/Appliances
INTEW,Integral Acquisition Corporation 1 Warrants,2021.0,Industrials,Consumer Electronics/Appliances
INTT,inTest Corporation Common Stock,1997.0,Technology,Semiconductors
INTU,Intuit Inc. Common Stock,1993.0,Technology,Computer Software: Prepackaged Software
INVA,Innoviva Inc. Common Stock,2004.0,Health Care,Biotechnology: Pharmaceutical Preparations
INVH,Invitation Homes Inc. Common Stock,2017.0,Real Estate,Real Estate Investment Trusts
INZY,Inozyme Pharma Inc. Common Stock,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
IOBT,IO Biotech Inc. Common Stock,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
IONQ,IonQ Inc. Common Stock,2021.0,Industrials,Wholesale Distributors
IOR,Income Opportunity Realty Investors Inc. Common Stock,1987.0,Finance,Diversified Financial Services
IOT,Samsara Inc. Class A Common Stock,2021.0,Technology,Retail: Computer Software & Peripheral Equipment
IPDN,Professional Diversity Network Inc. Common Stock,2013.0,Technology,EDP Services
IPGP,IPG Photonics Corporation Common Stock,2006.0,Technology,Semiconductors
IPHA,Innate Pharma S.A. ADS,2019.0,Health Care,Biotechnology: Pharmaceutical Preparations
IPI,Intrepid Potash Inc Common Stock,2008.0,Industrials,Major Chemicals
IPOD,Social Capital Hedosophia Holdings Corp. IV Class A Ordinary Shares,2020.0,Finance,Business Services
IPOF,Social Capital Hedosophia Holdings Corp. VI Class A Ordinary Shares,2020.0,Finance,Business Services
IPSC,Century Therapeutics Inc. Common Stock,2021.0,Consumer Discretionary,Specialty Chemicals
IPVA,InterPrivate II Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
IPVF,InterPrivate III Financial Partners Inc. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
IPVI,InterPrivate IV InfraTech Partners Inc. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
IPVIW,InterPrivate IV InfraTech Partners Inc. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
IPW,iPower Inc. Common Stock,2021.0,Consumer Discretionary,Catalog/Specialty Distribution
IPWR,Ideal Power Inc. Common Stock,2013.0,Industrials,Industrial Machinery/Components
IQ,iQIYI Inc. American Depositary Shares,2018.0,Technology,Internet and Information Services
IQMD,Intelligent Medicine Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
IQMDU,Intelligent Medicine Acquisition Corp. Unit,2021.0,Industrials,Consumer Electronics/Appliances
IQMDW,Intelligent Medicine Acquisition Corp. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
IQV,IQVIA Holdings Inc. Common Stock,2013.0,Health Care,Managed Health Care
IR,Ingersoll Rand Inc. Common Stock,2017.0,Industrials,Industrial Machinery/Components
IRAA,Iris Acquisition Corp Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
IRAAU,Iris Acquisition Corp Units,2021.0,Industrials,Consumer Electronics/Appliances
IRAAW,Iris Acquisition Corp Warrant,2021.0,Industrials,Consumer Electronics/Appliances
IRIX,IRIDEX Corporation Common Stock,1996.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
IRL,New Ireland Fund Inc (The) Common Stock,1990.0,Finance,Trusts Except Educational Religious and Charitable
IRMD,iRadimed Corporation Common Stock,2014.0,Health Care,Medical/Dental Instruments
IRNT,IronNet Inc. Common Stock,2020.0,Technology,EDP Services
IROQ,IF Bancorp Inc. Common Stock,2011.0,Finance,Finance: Consumer Services
IRRX,Integrated Rail and Resources Acquisition Corp. Class A Common Stock,2022.0,Industrials,Consumer Electronics/Appliances
IRT,Independence Realty Trust Inc. Common Stock,2013.0,Real Estate,Real Estate Investment Trusts
IRTC,iRhythm Technologies Inc. Common Stock,2016.0,Health Care,Medical/Dental Instruments
IRWD,Ironwood Pharmaceuticals Inc. Class A Common Stock,2010.0,Health Care,Biotechnology: Pharmaceutical Preparations
ISAA,Iron Spark I Inc. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
ISD,PGIM High Yield Bond Fund Inc.,2012.0,Finance,Trusts Except Educational Religious and Charitable
ISEE,IVERIC bio Inc. Common Stock,2013.0,Health Care,Biotechnology: Pharmaceutical Preparations
ISIG,Insignia Systems Inc. Common Stock,1991.0,Consumer Discretionary,Advertising
ISLE,Isleworth Healthcare Acquisition Corporation Common stock,2021.0,Industrials,Consumer Electronics/Appliances
ISLEW,Isleworth Healthcare Acquisition Corporation Warrant,2021.0,Industrials,Consumer Electronics/Appliances
ISO,IsoPlexis Corporation Common Stock,2021.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ISPC,iSpecimen Inc. Common Stock,2021.0,Health Care,Precision Instruments
ISPO,Inspirato Incorporated Class A Common Stock,2021.0,Consumer Discretionary,Hotels/Resorts
ISPOW,Inspirato Incorporated Warrant,2021.0,Consumer Discretionary,Hotels/Resorts
ISRG,Intuitive Surgical Inc. Common Stock,2000.0,Health Care,Medical/Dental Instruments
ISSC,Innovative Solutions and Support Inc. Common Stock,2000.0,Industrials,Military/Government/Technical
ISTR,Investar Holding Corporation Common Stock,2014.0,Finance,Commercial Banks
ISUN,iSun Inc. Common Stock,2016.0,Technology,Semiconductors
IT,Gartner Inc. Common Stock,1993.0,Finance,Diversified Commercial Services
ITAQ,Industrial Tech Acquisitions II Inc. Class A Common Stock,2022.0,Industrials,Consumer Electronics/Appliances
ITAQU,Industrial Tech Acquisitions II Inc. Unit,2022.0,Industrials,Consumer Electronics/Appliances
ITOS,iTeos Therapeutics Inc. Common Stock,2020.0,Consumer Discretionary,Specialty Chemicals
ITQ,Itiquira Acquisition Corp. Class A Ordinary Shares,2021.0,Finance,Business Services
ITQRU,Itiquira Acquisition Corp. Unit,2021.0,Finance,Business Services
ITRI,Itron Inc. Common Stock,1993.0,Industrials,Electrical Products
ITRM,Iterum Therapeutics plc Ordinary Share,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
ITRN,Ituran Location and Control Ltd. Ordinary Shares,2005.0,Technology,Electronic Components
ITT,ITT Inc. Common Stock ,2011.0,Industrials,Fluid Controls
IVA,Inventiva S.A. American Depository Shares,2020.0,Consumer Discretionary,Other Consumer Services
IVH,Delaware Ivy High Income Opportunities Fund,2013.0,Finance,Investment Managers
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock,2009.0,Real Estate,Real Estate Investment Trusts
IVT,InvenTrust Properties Corp. Common Stock,2021.0,Real Estate,Real Estate Investment Trusts
JAGX,Jaguar Health Inc. Common Stock,2015.0,Health Care,Biotechnology: Pharmaceutical Preparations
JAKK,JAKKS Pacific Inc. Common Stock,1996.0,Consumer Discretionary,Recreational Games/Products/Toys
JAMF,Jamf Holding Corp. Common Stock,2020.0,Technology,Computer Software: Prepackaged Software
JANX,Janux Therapeutics Inc. Common Stock,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
JAQC,Jupiter Acquisition Corporation Common stock,2021.0,Industrials,Consumer Electronics/Appliances
JAQCU,Jupiter Acquisition Corporation Units,2021.0,Industrials,Consumer Electronics/Appliances
JAQCW,Jupiter Acquisition Corporation Warrants,2021.0,Industrials,Consumer Electronics/Appliances
JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland),2007.0,Health Care,Biotechnology: Pharmaceutical Preparations
JBGS,JBG SMITH Properties Common Shares ,2017.0,Real Estate,Real Estate Investment Trusts
JBL,Jabil Inc. Common Stock,1993.0,Technology,Electrical Products
JBLU,JetBlue Airways Corporation Common Stock,2002.0,Consumer Discretionary,Air Freight/Delivery Services
JBSS,John B. Sanfilippo & Son Inc. Common Stock,1991.0,Consumer Staples,Specialty Foods
JCE,Nuveen Core Equity Alpha Fund Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,2007.0,Finance,Trusts Except Educational Religious and Charitable
JCIC,Jack Creek Investment Corp. Class A Ordinary Shares,2021.0,Finance,Business Services
JCICU,Jack Creek Investment Corp. Units,2021.0,Finance,Business Services
JCICW,Jack Creek Investment Corp. Warrants,2021.0,Finance,Business Services
JD,JD.com Inc. American Depositary Shares,2014.0,Consumer Discretionary,Catalog/Specialty Distribution
JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund Common Shares of Beneficial Interest $0.01 par value per share,2017.0,Finance,Investment Managers
JEQ,abrdn Japan Equity Fund Inc. Common Stock,1992.0,Finance,Finance Companies
JFIN,Jiayin Group Inc. American Depositary Shares,2019.0,Finance,Finance: Consumer Services
JFR,Nuveen Floating Rate Income Fund Common Stock,2004.0,Finance,Trusts Except Educational Religious and Charitable
JFU,9F Inc. American Depositary Shares,2019.0,Finance,Finance: Consumer Services
JG,Aurora Mobile Limited American Depositary Shares,2018.0,Technology,EDP Services
JGH,Nuveen Global High Income Fund Common Shares of Beneficial Interest,2014.0,Finance,Investment Managers
JHAA,Nuveen Corporate Income 2023 Target Term Fund,2018.0,Finance,Finance/Investors Services
JHG,Janus Henderson Group plc Ordinary Shares,2017.0,Finance,Investment Managers
JILL,J. Jill Inc. Common Stock,2017.0,Consumer Discretionary,Clothing/Shoe/Accessory Stores
JJSF,J & J Snack Foods Corp. Common Stock,1986.0,Consumer Staples,Specialty Foods
JKHY,Jack Henry & Associates Inc. Common Stock,1985.0,Technology,Retail: Computer Software & Peripheral Equipment
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),2010.0,Technology,Semiconductors
JLS,Nuveen Mortgage and Income Fund,2009.0,Finance,Investment Managers
JMAC,Maxpro Capital Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
JMACW,Maxpro Capital Acquisition Corp. Warrants,2021.0,Industrials,Consumer Electronics/Appliances
JMIA,Jumia Technologies AG American Depositary Shares each representing two Ordinary Shares,2019.0,Consumer Discretionary,Catalog/Specialty Distribution
JNCE,Jounce Therapeutics Inc. Common Stock,2017.0,Health Care,Biotechnology: Pharmaceutical Preparations
JNPR,Juniper Networks Inc. Common Stock,1999.0,Technology,Computer peripheral equipment
JOAN,JOANN Inc. Common Stock,2021.0,Consumer Discretionary,Department/Specialty Retail Stores
JOB,GEE Group Inc. Common Stock,1968.0,Consumer Discretionary,Diversified Commercial Services
JOBY,Joby Aviation Inc. Common Stock,2020.0,Consumer Discretionary,Aerospace
JOF,Japan Smaller Capitalization Fund Inc Common Stock,1990.0,Finance,Trusts Except Educational Religious and Charitable
JOFF,JOFF Fintech Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
JOFFU,JOFF Fintech Acquisition Corp. Unit,2021.0,Industrials,Consumer Electronics/Appliances
JOFFW,JOFF Fintech Acquisition Corp. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
JPC,Nuveen Preferred & Income Opportunities Fund,2003.0,Finance,Investment Managers
JPI,Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest,2012.0,Finance,Finance Companies
JPS,Nuveen Preferred & Income Securities Fund,2002.0,Finance,Investment Managers
JPT,Nuveen Preferred and Income Fund Common Shares of Beneficial Interest,2017.0,Finance,Trusts Except Educational Religious and Charitable
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,2003.0,Finance,Finance Companies
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,2012.0,Finance,Finance Companies
JRO,Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest,2004.0,Finance,Investment Managers
JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,2001.0,Finance,Finance/Investors Services
JRSH,Jerash Holdings (US) Inc. Common Stock,2018.0,Consumer Discretionary,Industrial Specialties
JRVR,James River Group Holdings Ltd. Common Shares,2014.0,Finance,Property-Casualty Insurers
JSD,Nuveen Short Duration Credit Opportunities Fund Common Shares of Beneficial Interest,2011.0,Finance,Finance Companies
JSPR,Jasper Therapeutics Inc. Common Stock,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
JSPRW,Japer Therapeutics Inc. Warrants,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
JT,Jianpu Technology Inc. American depositary shares,2017.0,Technology,EDP Services
JUN,Juniper II Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
JUPW,Jupiter Wellness Inc. Common Stock,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
JUPWW,Jupiter Wellness Inc. Warrant,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
JVA,Coffee Holding Co. Inc. Common Stock,2005.0,Consumer Staples,Specialty Foods
JWAC,Jupiter Wellness Acquisition Corp. Class A Common Stock,2022.0,Industrials,Consumer Electronics/Appliances
JWEL,Jowell Global Ltd. Ordinary Shares,2021.0,Consumer Discretionary,Other Consumer Services
JWSM,Jaws Mustang Acquisition Corp. Class A Ordinary Shares,2021.0,Finance,Business Services
JXN,Jackson Financial Inc. Class A Common Stock ,2021.0,Finance,Life Insurance
JYAC,Jiya Acquisition Corp. Class A Common Stock,2020.0,Industrials,Consumer Electronics/Appliances
JZXN,Jiuzi Holdings Inc. Ordinary Shares,2021.0,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
KAHC,KKR Acquisition Holdings I Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
KAI,Kadant Inc Common Stock,1992.0,Technology,Industrial Machinery/Components
KAII,Kismet Acquisition Two Corp. Class A Ordinary Shares,2021.0,Finance,Business Services
KAIIU,Kismet Acquisition Two Corp. Unit,2021.0,Finance,Business Services
KAIR,Kairos Acquisition Corp. Class A Ordinary Shares,2021.0,Finance,Business Services
KAIRU,Kairos Acquisition Corp. Unit,2021.0,Finance,Business Services
KALA,Kala Pharmaceuticals Inc. Common Stock,2017.0,Health Care,Biotechnology: Pharmaceutical Preparations
KALV,KalVista Pharmaceuticals Inc. Common Stock,2015.0,Health Care,Biotechnology: Pharmaceutical Preparations
KARO,Karooooo Ltd. Ordinary Shares,2021.0,Technology,Computer Software: Prepackaged Software
KBNT,Kubient Inc. Common Stock,2020.0,Technology,EDP Services
KBNTW,Kubient Inc. Warrant,2020.0,Technology,EDP Services
KBR,KBR Inc. Common Stock,2006.0,Industrials,Oilfield Services/Equipment
KC,Kingsoft Cloud Holdings Limited American Depositary Shares,2020.0,Technology,Computer Software: Prepackaged Software
KD,Kyndryl Holdings Inc. Common Stock,2021.0,Technology,EDP Services
KDNY,Chinook Therapeutics Inc. Common Stock,2015.0,Health Care,Biotechnology: Pharmaceutical Preparations
KEN,Kenon Holdings Ltd. Ordinary Shares,2015.0,Utilities,Electric Utilities: Central
KEP,Korea Electric Power Corporation Common Stock,1994.0,Utilities,Electric Utilities: Central
KERN,Akerna Corp. Common Stock,2018.0,Health Care,Managed Health Care
KERNW,Akerna Corp Warrant,2018.0,Health Care,Managed Health Care
KEYS,Keysight Technologies Inc. Common Stock,2014.0,Industrials,Industrial Machinery/Components
KFFB,Kentucky First Federal Bancorp Common Stock,2005.0,Finance,Savings Institutions
KFRC,Kforce Inc. Common Stock,1995.0,Consumer Discretionary,Diversified Commercial Services
KFY,Korn Ferry Common Stock,1999.0,Consumer Discretionary,Diversified Commercial Services
KIDS,OrthoPediatrics Corp. Common Stock,2017.0,Health Care,Medical/Dental Instruments
KIII,Kismet Acquisition Three Corp. Class A Ordinary Shares,2021.0,Finance,Business Services
KIIIU,Kismet Acquisition Three Corp. Unit,2021.0,Finance,Business Services
KIIIW,Kismet Acquisition Three Corp. Warrant,2021.0,Finance,Business Services
KINZ,KINS Technology Group Inc. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
KINZU,KINS Technology Group Inc. Unit,2020.0,Industrials,Consumer Electronics/Appliances
KINZW,KINS Technology Group Inc. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
KIO,KKR Income Opportunities Fund Common Shares,2013.0,Finance,Investment Managers
KIRK,Kirkland's Inc. COMMONSTOCK,2002.0,Miscellaneous,Diversified Commercial Services
KLAC,KLA Corporation Common Stock,1980.0,Technology,Electronic Components
KLAQ,KL Acquisition Corp Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
KLAQU,KL Acquisition Corp Unit,2021.0,Industrials,Consumer Electronics/Appliances
KLAQW,KL Acquisition Corp Warrant,2021.0,Industrials,Consumer Electronics/Appliances
KLR,Kaleyra Inc. Common Stock,2018.0,Technology,Retail: Computer Software & Peripheral Equipment
KLTR,Kaltura Inc. Common Stock,2021.0,Technology,EDP Services
KMDA,Kamada Ltd. Ordinary Shares,2013.0,Health Care,Biotechnology: Pharmaceutical Preparations
KMF,Kayne Anderson NextGen Energy & Infrastructure Inc.,2010.0,Finance,Investment Managers
KMI,Kinder Morgan Inc. Common Stock,2011.0,Utilities,Natural Gas Distribution
KN,Knowles Corporation Common Stock,2014.0,Telecommunications,Telecommunications Equipment
KNBE,KnowBe4 Inc. Class A Common Stock,2021.0,Technology,Computer Software: Prepackaged Software
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,2013.0,Consumer Discretionary,Marine Transportation
KNSA,Kiniksa Pharmaceuticals Ltd. Class A Common Stock,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
KNSW,KnightSwan Acquisition Corporation Class A Common Stock,2022.0,Industrials,Consumer Electronics/Appliances
KNTE,Kinnate Biopharma Inc. Common Stock,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
KNTK,Kinetik Holdings Inc. Class A Common Stock,2017.0,Energy,Oil & Gas Production
KNX,Knight-Swift Transportation Holdings Inc.,2017.0,Industrials,Trucking Freight/Courier Services
KOD,Kodiak Sciences Inc Common Stock,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
KOF,Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares),1993.0,Consumer Staples,Beverages (Production/Distribution)
KOP,Koppers Holdings Inc. Koppers Holdings Inc. Common Stock,2006.0,Industrials,Industrial Specialties
KOPN,Kopin Corporation Common Stock,1992.0,Technology,Industrial Machinery/Components
KOS,Kosmos Energy Ltd. Common Shares (DE),2011.0,Energy,Oil & Gas Production
KPLT,Katapult Holdings Inc. Common Stock,2019.0,Technology,EDP Services
KPLTW,Katapult Holdings Inc. Warrant,2019.0,Technology,EDP Services
KPTI,Karyopharm Therapeutics Inc. Common Stock,2013.0,Miscellaneous,Diversified Commercial Services
KRBP,Kiromic BioPharma Inc. Common Stock,2020.0,Consumer Discretionary,Specialty Chemicals
KRC,Kilroy Realty Corporation Common Stock,1997.0,Real Estate,Real Estate Investment Trusts
KREF,KKR Real Estate Finance Trust Inc. Common Stock,2017.0,Real Estate,Real Estate Investment Trusts
KRG,Kite Realty Group Trust Common Stock,2004.0,Real Estate,Real Estate Investment Trusts
KRKR,36Kr Holdings Inc. American Depositary Shares,2019.0,Consumer Discretionary,Business Services
KRNL,Kernel Group Holdings Inc. Class A Ordinary Shares,2021.0,Finance,Business Services
KRNLU,Kernel Group Holdings Inc. Units,2021.0,Finance,Business Services
KRNLW,Kernel Group Holdings Inc. Warrants,2021.0,Finance,Business Services
KRNT,Kornit Digital Ltd. Ordinary Shares,2015.0,Industrials,Industrial Machinery/Components
KRNY,Kearny Financial Corp Common Stock,2005.0,Finance,Savings Institutions
KRON,Kronos Bio Inc. Common Stock,2020.0,Consumer Discretionary,Specialty Chemicals
KROS,Keros Therapeutics Inc. Common Stock,2020.0,Consumer Discretionary,Specialty Chemicals
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,2017.0,Energy,Oil & Gas Production
KRT,Karat Packaging Inc. Common Stock,2021.0,Industrials,Office Equipment/Supplies/Services
KRTX,Karuna Therapeutics Inc. Common Stock,2019.0,Health Care,Biotechnology: Pharmaceutical Preparations
KRUS,Kura Sushi USA Inc. Class A Common Stock,2019.0,Consumer Discretionary,Restaurants
KRYS,Krystal Biotech Inc. Common Stock,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KSCP,Knightscope Inc. Class A Common Stock,2022.0,Technology,Security Systems Services
KSI,Kadem Sustainable Impact Corporation Class A common stock,2021.0,Industrials,Consumer Electronics/Appliances
KSICU,Kadem Sustainable Impact Corporation Unit,2021.0,Industrials,Consumer Electronics/Appliances
KSM,DWS Strategic Municipal Income Trust,1989.0,Finance,Trusts Except Educational Religious and Charitable
KSS,Kohl's Corporation Common Stock,1992.0,Consumer Discretionary,Department/Specialty Retail Stores
KTCC,Key Tronic Corporation Common Stock,1983.0,Technology,Computer peripheral equipment
KTF,DWS Municipal Income Trust,1988.0,Finance,Finance Companies
KTTA,Pasithea Therapeutics Corp. Common Stock,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
KTTAW,Pasithea Therapeutics Corp. Warrant,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
KUKE,Kuke Music Holding Limited American Depositary Shares each representing one Ordinary Share,2021.0,Real Estate,Other Consumer Services
KVHI,KVH Industries Inc. Common Stock,1996.0,Technology,Radio And Television Broadcasting And Communications Equipment
KVSA,Khosla Ventures Acquisition Co. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
KVSC,Khosla Ventures Acquisition Co. III Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
KXIN,Kaixin Auto Holdings Ordinary Shares,2017.0,Finance,Business Services
KYMR,Kymera Therapeutics Inc. Common Stock,2020.0,Consumer Discretionary,Specialty Chemicals
KYN,Kayne Anderson Energy Infrastructure Fund Inc.,2004.0,Finance,Finance/Investors Services
KZR,Kezar Life Sciences Inc. Common Stock,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
LAB,Standard BioTools Inc. Common Stock,2011.0,Industrials,Biotechnology: Laboratory Analytical Instruments
LABP,Landos Biopharma Inc. Common Stock,2021.0,Consumer Discretionary,Specialty Chemicals
LADR,Ladder Capital Corp Class A Common Stock,2014.0,Real Estate,Real Estate Investment Trusts
LAMR,Lamar Advertising Company Class A Common Stock,1996.0,Real Estate,Real Estate Investment Trusts
LAND,Gladstone Land Corporation Common Stock,1993.0,Real Estate,Real Estate Investment Trusts
LASR,nLIGHT Inc. Common Stock,2018.0,Technology,Semiconductors
LAUR,Laureate Education Inc. Common Stock,2017.0,Consumer Discretionary,Service to the Health Industry
LAW,CS Disco Inc. Common Stock,2021.0,Technology,Computer Software: Prepackaged Software
LAZ,Lazard LTD. Lazard LTD. Class A Common Stock,2005.0,Finance,Investment Managers
LAZR,Luminar Technologies Inc.  Class A Common Stock,2019.0,Consumer Discretionary,Auto Parts:O.E.M.
LBC,Luther Burbank Corporation Common Stock,2003.0,Finance,Commercial Banks
LBPH,Longboard Pharmaceuticals Inc. Common Stock,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
LBRT,Liberty Energy Inc. Class A common stock,2018.0,Energy,Oilfield Services/Equipment
LC,LendingClub Corporation Common Stock,2014.0,Finance,Finance Companies
LCA,Landcadia Holdings IV Inc. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
LCAA,L Catterton Asia Acquisition Corp Class A Ordinary Shares,2021.0,Finance,Business Services
LCAAU,L Catterton Asia Acquisition Corp Units,2021.0,Finance,Business Services
LCAAW,L Catterton Asia Acquisition Corp Warrant,2021.0,Finance,Business Services
LCAHU,Landcadia Holdings IV Inc. Units,2021.0,Industrials,Consumer Electronics/Appliances
LCAHW,Landcadia Holdings IV Inc. Warrant ,2021.0,Industrials,Consumer Electronics/Appliances
LCII,LCI Industries,1995.0,Consumer Discretionary,Auto Parts:O.E.M.
LCUT,Lifetime Brands Inc. Common Stock,1991.0,Consumer Discretionary,Home Furnishings
LDHA,LDH Growth Corp I Class A Ordinary Shares,2021.0,Finance,Business Services
LDHAU,LDH Growth Corp I Units,2021.0,Finance,Business Services
